# ta-tb(ns)	counts	error
-3828452.437500	0	0.000000
-3828452.312500	0	0.000000
-3828452.187500	0	0.000000
-3828452.062500	0	0.000000
-3828451.937500	1	1.000000
-3828451.812500	0	0.000000
-3828451.687500	0	0.000000
-3828451.562500	0	0.000000
-3828451.437500	2	1.414214
-3828451.312500	0	0.000000
-3828451.187500	0	0.000000
-3828451.062500	1	1.000000
-3828450.937500	0	0.000000
-3828450.812500	0	0.000000
-3828450.687500	0	0.000000
-3828450.562500	1	1.000000
-3828450.437500	1	1.000000
-3828450.312500	0	0.000000
-3828450.187500	0	0.000000
-3828450.062500	0	0.000000
-3828449.937500	0	0.000000
-3828449.812500	0	0.000000
-3828449.687500	0	0.000000
-3828449.562500	1	1.000000
-3828449.437500	0	0.000000
-3828449.312500	0	0.000000
-3828449.187500	0	0.000000
-3828449.062500	0	0.000000
-3828448.937500	1	1.000000
-3828448.812500	0	0.000000
-3828448.687500	0	0.000000
-3828448.562500	0	0.000000
-3828448.437500	0	0.000000
-3828448.312500	0	0.000000
-3828448.187500	0	0.000000
-3828448.062500	0	0.000000
-3828447.937500	0	0.000000
-3828447.812500	0	0.000000
-3828447.687500	1	1.000000
-3828447.562500	0	0.000000
-3828447.437500	0	0.000000
-3828447.312500	0	0.000000
-3828447.187500	0	0.000000
-3828447.062500	1	1.000000
-3828446.937500	0	0.000000
-3828446.812500	1	1.000000
-3828446.687500	1	1.000000
-3828446.562500	0	0.000000
-3828446.437500	0	0.000000
-3828446.312500	0	0.000000
-3828446.187500	0	0.000000
-3828446.062500	0	0.000000
-3828445.937500	1	1.000000
-3828445.812500	0	0.000000
-3828445.687500	0	0.000000
-3828445.562500	0	0.000000
-3828445.437500	0	0.000000
-3828445.312500	0	0.000000
-3828445.187500	0	0.000000
-3828445.062500	0	0.000000
-3828444.937500	0	0.000000
-3828444.812500	1	1.000000
-3828444.687500	0	0.000000
-3828444.562500	0	0.000000
-3828444.437500	0	0.000000
-3828444.312500	0	0.000000
-3828444.187500	0	0.000000
-3828444.062500	0	0.000000
-3828443.937500	0	0.000000
-3828443.812500	1	1.000000
-3828443.687500	0	0.000000
-3828443.562500	0	0.000000
-3828443.437500	0	0.000000
-3828443.312500	0	0.000000
-3828443.187500	0	0.000000
-3828443.062500	0	0.000000
-3828442.937500	0	0.000000
-3828442.812500	1	1.000000
-3828442.687500	0	0.000000
-3828442.562500	0	0.000000
-3828442.437500	0	0.000000
-3828442.312500	0	0.000000
-3828442.187500	1	1.000000
-3828442.062500	0	0.000000
-3828441.937500	0	0.000000
-3828441.812500	0	0.000000
-3828441.687500	0	0.000000
-3828441.562500	0	0.000000
-3828441.437500	0	0.000000
-3828441.312500	0	0.000000
-3828441.187500	1	1.000000
-3828441.062500	1	1.000000
-3828440.937500	1	1.000000
-3828440.812500	0	0.000000
-3828440.687500	0	0.000000
-3828440.562500	0	0.000000
-3828440.437500	0	0.000000
-3828440.312500	1	1.000000
-3828440.187500	0	0.000000
-3828440.062500	0	0.000000
-3828439.937500	0	0.000000
-3828439.812500	0	0.000000
-3828439.687500	0	0.000000
-3828439.562500	0	0.000000
-3828439.437500	0	0.000000
-3828439.312500	0	0.000000
-3828439.187500	0	0.000000
-3828439.062500	0	0.000000
-3828438.937500	0	0.000000
-3828438.812500	1	1.000000
-3828438.687500	0	0.000000
-3828438.562500	0	0.000000
-3828438.437500	0	0.000000
-3828438.312500	0	0.000000
-3828438.187500	0	0.000000
-3828438.062500	0	0.000000
-3828437.937500	1	1.000000
-3828437.812500	0	0.000000
-3828437.687500	0	0.000000
-3828437.562500	0	0.000000
-3828437.437500	0	0.000000
-3828437.312500	0	0.000000
-3828437.187500	0	0.000000
-3828437.062500	0	0.000000
-3828436.937500	0	0.000000
-3828436.812500	0	0.000000
-3828436.687500	1	1.000000
-3828436.562500	0	0.000000
-3828436.437500	0	0.000000
-3828436.312500	0	0.000000
-3828436.187500	0	0.000000
-3828436.062500	0	0.000000
-3828435.937500	1	1.000000
-3828435.812500	0	0.000000
-3828435.687500	0	0.000000
-3828435.562500	0	0.000000
-3828435.437500	0	0.000000
-3828435.312500	0	0.000000
-3828435.187500	0	0.000000
-3828435.062500	1	1.000000
-3828434.937500	0	0.000000
-3828434.812500	1	1.000000
-3828434.687500	0	0.000000
-3828434.562500	0	0.000000
-3828434.437500	0	0.000000
-3828434.312500	0	0.000000
-3828434.187500	0	0.000000
-3828434.062500	0	0.000000
-3828433.937500	1	1.000000
-3828433.812500	0	0.000000
-3828433.687500	0	0.000000
-3828433.562500	0	0.000000
-3828433.437500	0	0.000000
-3828433.312500	0	0.000000
-3828433.187500	0	0.000000
-3828433.062500	0	0.000000
-3828432.937500	0	0.000000
-3828432.812500	1	1.000000
-3828432.687500	0	0.000000
-3828432.562500	0	0.000000
-3828432.437500	1	1.000000
-3828432.312500	0	0.000000
-3828432.187500	1	1.000000
-3828432.062500	0	0.000000
-3828431.937500	0	0.000000
-3828431.812500	1	1.000000
-3828431.687500	0	0.000000
-3828431.562500	0	0.000000
-3828431.437500	0	0.000000
-3828431.312500	0	0.000000
-3828431.187500	0	0.000000
-3828431.062500	0	0.000000
-3828430.937500	0	0.000000
-3828430.812500	0	0.000000
-3828430.687500	0	0.000000
-3828430.562500	0	0.000000
-3828430.437500	0	0.000000
-3828430.312500	0	0.000000
-3828430.187500	0	0.000000
-3828430.062500	0	0.000000
-3828429.937500	1	1.000000
-3828429.812500	0	0.000000
-3828429.687500	0	0.000000
-3828429.562500	0	0.000000
-3828429.437500	0	0.000000
-3828429.312500	0	0.000000
-3828429.187500	0	0.000000
-3828429.062500	0	0.000000
-3828428.937500	0	0.000000
-3828428.812500	0	0.000000
-3828428.687500	0	0.000000
-3828428.562500	0	0.000000
-3828428.437500	1	1.000000
-3828428.312500	0	0.000000
-3828428.187500	0	0.000000
-3828428.062500	0	0.000000
-3828427.937500	0	0.000000
-3828427.812500	0	0.000000
-3828427.687500	1	1.000000
-3828427.562500	0	0.000000
-3828427.437500	0	0.000000
-3828427.312500	0	0.000000
-3828427.187500	0	0.000000
-3828427.062500	1	1.000000
-3828426.937500	0	0.000000
-3828426.812500	0	0.000000
-3828426.687500	0	0.000000
-3828426.562500	0	0.000000
-3828426.437500	1	1.000000
-3828426.312500	1	1.000000
-3828426.187500	0	0.000000
-3828426.062500	0	0.000000
-3828425.937500	0	0.000000
-3828425.812500	0	0.000000
-3828425.687500	0	0.000000
-3828425.562500	0	0.000000
-3828425.437500	0	0.000000
-3828425.312500	0	0.000000
-3828425.187500	0	0.000000
-3828425.062500	1	1.000000
-3828424.937500	0	0.000000
-3828424.812500	0	0.000000
-3828424.687500	0	0.000000
-3828424.562500	1	1.000000
-3828424.437500	0	0.000000
-3828424.312500	0	0.000000
-3828424.187500	1	1.000000
-3828424.062500	0	0.000000
-3828423.937500	0	0.000000
-3828423.812500	0	0.000000
-3828423.687500	1	1.000000
-3828423.562500	0	0.000000
-3828423.437500	1	1.000000
-3828423.312500	0	0.000000
-3828423.187500	0	0.000000
-3828423.062500	0	0.000000
-3828422.937500	1	1.000000
-3828422.812500	0	0.000000
-3828422.687500	0	0.000000
-3828422.562500	0	0.000000
-3828422.437500	0	0.000000
-3828422.312500	0	0.000000
-3828422.187500	0	0.000000
-3828422.062500	0	0.000000
-3828421.937500	0	0.000000
-3828421.812500	0	0.000000
-3828421.687500	0	0.000000
-3828421.562500	0	0.000000
-3828421.437500	0	0.000000
-3828421.312500	1	1.000000
-3828421.187500	0	0.000000
-3828421.062500	0	0.000000
-3828420.937500	0	0.000000
-3828420.812500	0	0.000000
-3828420.687500	0	0.000000
-3828420.562500	0	0.000000
-3828420.437500	0	0.000000
-3828420.312500	0	0.000000
-3828420.187500	0	0.000000
-3828420.062500	0	0.000000
-3828419.937500	0	0.000000
-3828419.812500	1	1.000000
-3828419.687500	0	0.000000
-3828419.562500	0	0.000000
-3828419.437500	0	0.000000
-3828419.312500	0	0.000000
-3828419.187500	0	0.000000
-3828419.062500	1	1.000000
-3828418.937500	1	1.000000
-3828418.812500	0	0.000000
-3828418.687500	0	0.000000
-3828418.562500	2	1.414214
-3828418.437500	0	0.000000
-3828418.312500	0	0.000000
-3828418.187500	0	0.000000
-3828418.062500	1	1.000000
-3828417.937500	1	1.000000
-3828417.812500	0	0.000000
-3828417.687500	0	0.000000
-3828417.562500	1	1.000000
-3828417.437500	1	1.000000
-3828417.312500	0	0.000000
-3828417.187500	0	0.000000
-3828417.062500	0	0.000000
-3828416.937500	0	0.000000
-3828416.812500	0	0.000000
-3828416.687500	0	0.000000
-3828416.562500	0	0.000000
-3828416.437500	0	0.000000
-3828416.312500	0	0.000000
-3828416.187500	0	0.000000
-3828416.062500	0	0.000000
-3828415.937500	1	1.000000
-3828415.812500	0	0.000000
-3828415.687500	0	0.000000
-3828415.562500	0	0.000000
-3828415.437500	0	0.000000
-3828415.312500	1	1.000000
-3828415.187500	1	1.000000
-3828415.062500	0	0.000000
-3828414.937500	2	1.414214
-3828414.812500	0	0.000000
-3828414.687500	0	0.000000
-3828414.562500	0	0.000000
-3828414.437500	0	0.000000
-3828414.312500	0	0.000000
-3828414.187500	0	0.000000
-3828414.062500	0	0.000000
-3828413.937500	0	0.000000
-3828413.812500	0	0.000000
-3828413.687500	2	1.414214
-3828413.562500	0	0.000000
-3828413.437500	0	0.000000
-3828413.312500	0	0.000000
-3828413.187500	0	0.000000
-3828413.062500	0	0.000000
-3828412.937500	0	0.000000
-3828412.812500	1	1.000000
-3828412.687500	0	0.000000
-3828412.562500	1	1.000000
-3828412.437500	0	0.000000
-3828412.312500	0	0.000000
-3828412.187500	0	0.000000
-3828412.062500	0	0.000000
-3828411.937500	0	0.000000
-3828411.812500	0	0.000000
-3828411.687500	0	0.000000
-3828411.562500	1	1.000000
-3828411.437500	0	0.000000
-3828411.312500	0	0.000000
-3828411.187500	0	0.000000
-3828411.062500	0	0.000000
-3828410.937500	0	0.000000
-3828410.812500	1	1.000000
-3828410.687500	0	0.000000
-3828410.562500	0	0.000000
-3828410.437500	0	0.000000
-3828410.312500	0	0.000000
-3828410.187500	0	0.000000
-3828410.062500	1	1.000000
-3828409.937500	1	1.000000
-3828409.812500	1	1.000000
-3828409.687500	0	0.000000
-3828409.562500	0	0.000000
-3828409.437500	0	0.000000
-3828409.312500	1	1.000000
-3828409.187500	0	0.000000
-3828409.062500	0	0.000000
-3828408.937500	0	0.000000
-3828408.812500	0	0.000000
-3828408.687500	0	0.000000
-3828408.562500	1	1.000000
-3828408.437500	0	0.000000
-3828408.312500	0	0.000000
-3828408.187500	0	0.000000
-3828408.062500	0	0.000000
-3828407.937500	1	1.000000
-3828407.812500	0	0.000000
-3828407.687500	0	0.000000
-3828407.562500	0	0.000000
-3828407.437500	0	0.000000
-3828407.312500	0	0.000000
-3828407.187500	0	0.000000
-3828407.062500	0	0.000000
-3828406.937500	1	1.000000
-3828406.812500	0	0.000000
-3828406.687500	0	0.000000
-3828406.562500	0	0.000000
-3828406.437500	0	0.000000
-3828406.312500	0	0.000000
-3828406.187500	0	0.000000
-3828406.062500	0	0.000000
-3828405.937500	1	1.000000
-3828405.812500	0	0.000000
-3828405.687500	0	0.000000
-3828405.562500	0	0.000000
-3828405.437500	0	0.000000
-3828405.312500	0	0.000000
-3828405.187500	0	0.000000
-3828405.062500	0	0.000000
-3828404.937500	0	0.000000
-3828404.812500	0	0.000000
-3828404.687500	0	0.000000
-3828404.562500	0	0.000000
-3828404.437500	0	0.000000
-3828404.312500	0	0.000000
-3828404.187500	0	0.000000
-3828404.062500	0	0.000000
-3828403.937500	1	1.000000
-3828403.812500	0	0.000000
-3828403.687500	0	0.000000
-3828403.562500	1	1.000000
-3828403.437500	0	0.000000
-3828403.312500	0	0.000000
-3828403.187500	0	0.000000
-3828403.062500	1	1.000000
-3828402.937500	2	1.414214
-3828402.812500	0	0.000000
-3828402.687500	1	1.000000
-3828402.562500	0	0.000000
-3828402.437500	0	0.000000
-3828402.312500	1	1.000000
-3828402.187500	0	0.000000
-3828402.062500	0	0.000000
-3828401.937500	2	1.414214
-3828401.812500	0	0.000000
-3828401.687500	0	0.000000
-3828401.562500	0	0.000000
-3828401.437500	0	0.000000
-3828401.312500	0	0.000000
-3828401.187500	0	0.000000
-3828401.062500	0	0.000000
-3828400.937500	0	0.000000
-3828400.812500	0	0.000000
-3828400.687500	0	0.000000
-3828400.562500	0	0.000000
-3828400.437500	0	0.000000
-3828400.312500	0	0.000000
-3828400.187500	0	0.000000
-3828400.062500	0	0.000000
-3828399.937500	0	0.000000
-3828399.812500	0	0.000000
-3828399.687500	0	0.000000
-3828399.562500	0	0.000000
-3828399.437500	1	1.000000
-3828399.312500	0	0.000000
-3828399.187500	0	0.000000
-3828399.062500	0	0.000000
-3828398.937500	0	0.000000
-3828398.812500	0	0.000000
-3828398.687500	0	0.000000
-3828398.562500	0	0.000000
-3828398.437500	0	0.000000
-3828398.312500	0	0.000000
-3828398.187500	0	0.000000
-3828398.062500	0	0.000000
-3828397.937500	1	1.000000
-3828397.812500	0	0.000000
-3828397.687500	2	1.414214
-3828397.562500	0	0.000000
-3828397.437500	0	0.000000
-3828397.312500	0	0.000000
-3828397.187500	0	0.000000
-3828397.062500	0	0.000000
-3828396.937500	0	0.000000
-3828396.812500	0	0.000000
-3828396.687500	1	1.000000
-3828396.562500	0	0.000000
-3828396.437500	0	0.000000
-3828396.312500	0	0.000000
-3828396.187500	0	0.000000
-3828396.062500	0	0.000000
-3828395.937500	0	0.000000
-3828395.812500	0	0.000000
-3828395.687500	0	0.000000
-3828395.562500	1	1.000000
-3828395.437500	0	0.000000
-3828395.312500	0	0.000000
-3828395.187500	0	0.000000
-3828395.062500	0	0.000000
-3828394.937500	0	0.000000
-3828394.812500	1	1.000000
-3828394.687500	0	0.000000
-3828394.562500	0	0.000000
-3828394.437500	0	0.000000
-3828394.312500	0	0.000000
-3828394.187500	1	1.000000
-3828394.062500	0	0.000000
-3828393.937500	1	1.000000
-3828393.812500	0	0.000000
-3828393.687500	0	0.000000
-3828393.562500	0	0.000000
-3828393.437500	0	0.000000
-3828393.312500	0	0.000000
-3828393.187500	1	1.000000
-3828393.062500	1	1.000000
-3828392.937500	0	0.000000
-3828392.812500	0	0.000000
-3828392.687500	0	0.000000
-3828392.562500	0	0.000000
-3828392.437500	0	0.000000
-3828392.312500	0	0.000000
-3828392.187500	0	0.000000
-3828392.062500	0	0.000000
-3828391.937500	0	0.000000
-3828391.812500	0	0.000000
-3828391.687500	1	1.000000
-3828391.562500	0	0.000000
-3828391.437500	0	0.000000
-3828391.312500	0	0.000000
-3828391.187500	0	0.000000
-3828391.062500	0	0.000000
-3828390.937500	0	0.000000
-3828390.812500	3	1.732051
-3828390.687500	1	1.000000
-3828390.562500	0	0.000000
-3828390.437500	0	0.000000
-3828390.312500	0	0.000000
-3828390.187500	0	0.000000
-3828390.062500	0	0.000000
-3828389.937500	0	0.000000
-3828389.812500	0	0.000000
-3828389.687500	1	1.000000
-3828389.562500	1	1.000000
-3828389.437500	0	0.000000
-3828389.312500	1	1.000000
-3828389.187500	0	0.000000
-3828389.062500	0	0.000000
-3828388.937500	2	1.414214
-3828388.812500	0	0.000000
-3828388.687500	0	0.000000
-3828388.562500	0	0.000000
-3828388.437500	0	0.000000
-3828388.312500	0	0.000000
-3828388.187500	0	0.000000
-3828388.062500	0	0.000000
-3828387.937500	1	1.000000
-3828387.812500	0	0.000000
-3828387.687500	0	0.000000
-3828387.562500	0	0.000000
-3828387.437500	0	0.000000
-3828387.312500	0	0.000000
-3828387.187500	0	0.000000
-3828387.062500	0	0.000000
-3828386.937500	0	0.000000
-3828386.812500	1	1.000000
-3828386.687500	0	0.000000
-3828386.562500	0	0.000000
-3828386.437500	0	0.000000
-3828386.312500	1	1.000000
-3828386.187500	0	0.000000
-3828386.062500	0	0.000000
-3828385.937500	1	1.000000
-3828385.812500	0	0.000000
-3828385.687500	0	0.000000
-3828385.562500	0	0.000000
-3828385.437500	0	0.000000
-3828385.312500	1	1.000000
-3828385.187500	0	0.000000
-3828385.062500	0	0.000000
-3828384.937500	0	0.000000
-3828384.812500	1	1.000000
-3828384.687500	0	0.000000
-3828384.562500	0	0.000000
-3828384.437500	0	0.000000
-3828384.312500	0	0.000000
-3828384.187500	0	0.000000
-3828384.062500	0	0.000000
-3828383.937500	0	0.000000
-3828383.812500	0	0.000000
-3828383.687500	1	1.000000
-3828383.562500	0	0.000000
-3828383.437500	0	0.000000
-3828383.312500	0	0.000000
-3828383.187500	0	0.000000
-3828383.062500	0	0.000000
-3828382.937500	2	1.414214
-3828382.812500	0	0.000000
-3828382.687500	0	0.000000
-3828382.562500	2	1.414214
-3828382.437500	0	0.000000
-3828382.312500	2	1.414214
-3828382.187500	1	1.000000
-3828382.062500	1	1.000000
-3828381.937500	1	1.000000
-3828381.812500	0	0.000000
-3828381.687500	0	0.000000
-3828381.562500	0	0.000000
-3828381.437500	0	0.000000
-3828381.312500	0	0.000000
-3828381.187500	0	0.000000
-3828381.062500	1	1.000000
-3828380.937500	0	0.000000
-3828380.812500	0	0.000000
-3828380.687500	0	0.000000
-3828380.562500	0	0.000000
-3828380.437500	0	0.000000
-3828380.312500	0	0.000000
-3828380.187500	0	0.000000
-3828380.062500	0	0.000000
-3828379.937500	0	0.000000
-3828379.812500	0	0.000000
-3828379.687500	1	1.000000
-3828379.562500	1	1.000000
-3828379.437500	0	0.000000
-3828379.312500	0	0.000000
-3828379.187500	0	0.000000
-3828379.062500	1	1.000000
-3828378.937500	0	0.000000
-3828378.812500	0	0.000000
-3828378.687500	0	0.000000
-3828378.562500	1	1.000000
-3828378.437500	0	0.000000
-3828378.312500	0	0.000000
-3828378.187500	0	0.000000
-3828378.062500	0	0.000000
-3828377.937500	0	0.000000
-3828377.812500	0	0.000000
-3828377.687500	1	1.000000
-3828377.562500	0	0.000000
-3828377.437500	1	1.000000
-3828377.312500	0	0.000000
-3828377.187500	0	0.000000
-3828377.062500	0	0.000000
-3828376.937500	0	0.000000
-3828376.812500	0	0.000000
-3828376.687500	1	1.000000
-3828376.562500	0	0.000000
-3828376.437500	0	0.000000
-3828376.312500	0	0.000000
-3828376.187500	0	0.000000
-3828376.062500	0	0.000000
-3828375.937500	0	0.000000
-3828375.812500	0	0.000000
-3828375.687500	0	0.000000
-3828375.562500	1	1.000000
-3828375.437500	0	0.000000
-3828375.312500	0	0.000000
-3828375.187500	0	0.000000
-3828375.062500	0	0.000000
-3828374.937500	1	1.000000
-3828374.812500	1	1.000000
-3828374.687500	1	1.000000
-3828374.562500	0	0.000000
-3828374.437500	0	0.000000
-3828374.312500	0	0.000000
-3828374.187500	0	0.000000
-3828374.062500	0	0.000000
-3828373.937500	0	0.000000
-3828373.812500	1	1.000000
-3828373.687500	0	0.000000
-3828373.562500	0	0.000000
-3828373.437500	0	0.000000
-3828373.312500	0	0.000000
-3828373.187500	1	1.000000
-3828373.062500	0	0.000000
-3828372.937500	0	0.000000
-3828372.812500	0	0.000000
-3828372.687500	0	0.000000
-3828372.562500	0	0.000000
-3828372.437500	0	0.000000
-3828372.312500	0	0.000000
-3828372.187500	0	0.000000
-3828372.062500	0	0.000000
-3828371.937500	0	0.000000
-3828371.812500	1	1.000000
-3828371.687500	0	0.000000
-3828371.562500	0	0.000000
-3828371.437500	1	1.000000
-3828371.312500	0	0.000000
-3828371.187500	0	0.000000
-3828371.062500	1	1.000000
-3828370.937500	1	1.000000
-3828370.812500	0	0.000000
-3828370.687500	1	1.000000
-3828370.562500	0	0.000000
-3828370.437500	0	0.000000
-3828370.312500	0	0.000000
-3828370.187500	1	1.000000
-3828370.062500	0	0.000000
-3828369.937500	0	0.000000
-3828369.812500	0	0.000000
-3828369.687500	1	1.000000
-3828369.562500	0	0.000000
-3828369.437500	0	0.000000
-3828369.312500	0	0.000000
-3828369.187500	0	0.000000
-3828369.062500	0	0.000000
-3828368.937500	0	0.000000
-3828368.812500	1	1.000000
-3828368.687500	0	0.000000
-3828368.562500	1	1.000000
-3828368.437500	0	0.000000
-3828368.312500	0	0.000000
-3828368.187500	0	0.000000
-3828368.062500	0	0.000000
-3828367.937500	0	0.000000
-3828367.812500	0	0.000000
-3828367.687500	0	0.000000
-3828367.562500	1	1.000000
-3828367.437500	0	0.000000
-3828367.312500	0	0.000000
-3828367.187500	0	0.000000
-3828367.062500	0	0.000000
-3828366.937500	0	0.000000
-3828366.812500	0	0.000000
-3828366.687500	0	0.000000
-3828366.562500	0	0.000000
-3828366.437500	1	1.000000
-3828366.312500	0	0.000000
-3828366.187500	1	1.000000
-3828366.062500	2	1.414214
-3828365.937500	1	1.000000
-3828365.812500	0	0.000000
-3828365.687500	0	0.000000
-3828365.562500	0	0.000000
-3828365.437500	0	0.000000
-3828365.312500	0	0.000000
-3828365.187500	0	0.000000
-3828365.062500	0	0.000000
-3828364.937500	1	1.000000
-3828364.812500	1	1.000000
-3828364.687500	0	0.000000
-3828364.562500	0	0.000000
-3828364.437500	0	0.000000
-3828364.312500	0	0.000000
-3828364.187500	0	0.000000
-3828364.062500	0	0.000000
-3828363.937500	1	1.000000
-3828363.812500	1	1.000000
-3828363.687500	1	1.000000
-3828363.562500	0	0.000000
-3828363.437500	0	0.000000
-3828363.312500	0	0.000000
-3828363.187500	0	0.000000
-3828363.062500	0	0.000000
-3828362.937500	0	0.000000
-3828362.812500	0	0.000000
-3828362.687500	0	0.000000
-3828362.562500	1	1.000000
-3828362.437500	0	0.000000
-3828362.312500	1	1.000000
-3828362.187500	0	0.000000
-3828362.062500	1	1.000000
-3828361.937500	0	0.000000
-3828361.812500	0	0.000000
-3828361.687500	0	0.000000
-3828361.562500	0	0.000000
-3828361.437500	0	0.000000
-3828361.312500	0	0.000000
-3828361.187500	0	0.000000
-3828361.062500	0	0.000000
-3828360.937500	0	0.000000
-3828360.812500	0	0.000000
-3828360.687500	0	0.000000
-3828360.562500	0	0.000000
-3828360.437500	0	0.000000
-3828360.312500	0	0.000000
-3828360.187500	1	1.000000
-3828360.062500	0	0.000000
-3828359.937500	1	1.000000
-3828359.812500	0	0.000000
-3828359.687500	0	0.000000
-3828359.562500	0	0.000000
-3828359.437500	0	0.000000
-3828359.312500	0	0.000000
-3828359.187500	0	0.000000
-3828359.062500	0	0.000000
-3828358.937500	0	0.000000
-3828358.812500	0	0.000000
-3828358.687500	0	0.000000
-3828358.562500	0	0.000000
-3828358.437500	0	0.000000
-3828358.312500	1	1.000000
-3828358.187500	0	0.000000
-3828358.062500	1	1.000000
-3828357.937500	0	0.000000
-3828357.812500	0	0.000000
-3828357.687500	0	0.000000
-3828357.562500	0	0.000000
-3828357.437500	0	0.000000
-3828357.312500	0	0.000000
-3828357.187500	0	0.000000
-3828357.062500	0	0.000000
-3828356.937500	0	0.000000
-3828356.812500	0	0.000000
-3828356.687500	0	0.000000
-3828356.562500	0	0.000000
-3828356.437500	0	0.000000
-3828356.312500	1	1.000000
-3828356.187500	0	0.000000
-3828356.062500	0	0.000000
-3828355.937500	2	1.414214
-3828355.812500	0	0.000000
-3828355.687500	1	1.000000
-3828355.562500	0	0.000000
-3828355.437500	1	1.000000
-3828355.312500	0	0.000000
-3828355.187500	0	0.000000
-3828355.062500	0	0.000000
-3828354.937500	1	1.000000
-3828354.812500	0	0.000000
-3828354.687500	1	1.000000
-3828354.562500	1	1.000000
-3828354.437500	1	1.000000
-3828354.312500	0	0.000000
-3828354.187500	0	0.000000
-3828354.062500	1	1.000000
-3828353.937500	0	0.000000
-3828353.812500	0	0.000000
-3828353.687500	1	1.000000
-3828353.562500	1	1.000000
-3828353.437500	0	0.000000
-3828353.312500	0	0.000000
-3828353.187500	0	0.000000
-3828353.062500	0	0.000000
-3828352.937500	0	0.000000
-3828352.812500	0	0.000000
-3828352.687500	0	0.000000
-3828352.562500	0	0.000000
-3828352.437500	0	0.000000
-3828352.312500	0	0.000000
-3828352.187500	0	0.000000
-3828352.062500	0	0.000000
-3828351.937500	0	0.000000
-3828351.812500	0	0.000000
-3828351.687500	0	0.000000
-3828351.562500	0	0.000000
-3828351.437500	0	0.000000
-3828351.312500	0	0.000000
-3828351.187500	0	0.000000
-3828351.062500	0	0.000000
-3828350.937500	0	0.000000
-3828350.812500	1	1.000000
-3828350.687500	0	0.000000
-3828350.562500	0	0.000000
-3828350.437500	0	0.000000
-3828350.312500	0	0.000000
-3828350.187500	0	0.000000
-3828350.062500	0	0.000000
-3828349.937500	0	0.000000
-3828349.812500	0	0.000000
-3828349.687500	2	1.414214
-3828349.562500	0	0.000000
-3828349.437500	2	1.414214
-3828349.312500	1	1.000000
-3828349.187500	0	0.000000
-3828349.062500	0	0.000000
-3828348.937500	0	0.000000
-3828348.812500	0	0.000000
-3828348.687500	0	0.000000
-3828348.562500	0	0.000000
-3828348.437500	0	0.000000
-3828348.312500	0	0.000000
-3828348.187500	0	0.000000
-3828348.062500	0	0.000000
-3828347.937500	0	0.000000
-3828347.812500	0	0.000000
-3828347.687500	1	1.000000
-3828347.562500	0	0.000000
-3828347.437500	1	1.000000
-3828347.312500	0	0.000000
-3828347.187500	0	0.000000
-3828347.062500	0	0.000000
-3828346.937500	1	1.000000
-3828346.812500	1	1.000000
-3828346.687500	0	0.000000
-3828346.562500	0	0.000000
-3828346.437500	0	0.000000
-3828346.312500	0	0.000000
-3828346.187500	0	0.000000
-3828346.062500	0	0.000000
-3828345.937500	0	0.000000
-3828345.812500	0	0.000000
-3828345.687500	0	0.000000
-3828345.562500	0	0.000000
-3828345.437500	0	0.000000
-3828345.312500	0	0.000000
-3828345.187500	0	0.000000
-3828345.062500	0	0.000000
-3828344.937500	0	0.000000
-3828344.812500	0	0.000000
-3828344.687500	0	0.000000
-3828344.562500	1	1.000000
-3828344.437500	0	0.000000
-3828344.312500	0	0.000000
-3828344.187500	0	0.000000
-3828344.062500	0	0.000000
-3828343.937500	0	0.000000
-3828343.812500	0	0.000000
-3828343.687500	0	0.000000
-3828343.562500	0	0.000000
-3828343.437500	0	0.000000
-3828343.312500	0	0.000000
-3828343.187500	0	0.000000
-3828343.062500	1	1.000000
-3828342.937500	0	0.000000
-3828342.812500	0	0.000000
-3828342.687500	0	0.000000
-3828342.562500	0	0.000000
-3828342.437500	0	0.000000
-3828342.312500	0	0.000000
-3828342.187500	0	0.000000
-3828342.062500	0	0.000000
-3828341.937500	1	1.000000
-3828341.812500	0	0.000000
-3828341.687500	1	1.000000
-3828341.562500	0	0.000000
-3828341.437500	0	0.000000
-3828341.312500	0	0.000000
-3828341.187500	0	0.000000
-3828341.062500	1	1.000000
-3828340.937500	0	0.000000
-3828340.812500	0	0.000000
-3828340.687500	0	0.000000
-3828340.562500	0	0.000000
-3828340.437500	0	0.000000
-3828340.312500	0	0.000000
-3828340.187500	0	0.000000
-3828340.062500	1	1.000000
-3828339.937500	0	0.000000
-3828339.812500	0	0.000000
-3828339.687500	0	0.000000
-3828339.562500	0	0.000000
-3828339.437500	1	1.000000
-3828339.312500	1	1.000000
-3828339.187500	0	0.000000
-3828339.062500	0	0.000000
-3828338.937500	0	0.000000
-3828338.812500	1	1.000000
-3828338.687500	0	0.000000
-3828338.562500	1	1.000000
-3828338.437500	0	0.000000
-3828338.312500	0	0.000000
-3828338.187500	0	0.000000
-3828338.062500	0	0.000000
-3828337.937500	0	0.000000
-3828337.812500	0	0.000000
-3828337.687500	0	0.000000
-3828337.562500	0	0.000000
-3828337.437500	0	0.000000
-3828337.312500	0	0.000000
-3828337.187500	0	0.000000
-3828337.062500	0	0.000000
-3828336.937500	0	0.000000
-3828336.812500	0	0.000000
-3828336.687500	0	0.000000
-3828336.562500	0	0.000000
-3828336.437500	0	0.000000
-3828336.312500	1	1.000000
-3828336.187500	1	1.000000
-3828336.062500	0	0.000000
